_id,Arrest_Year,Arrest_Month,EventID,ArrestID,PersonID,Perceived_Race,Sex,Age_group__at_arrest_,Youth_at_arrest__under_18_years,ArrestLocDiv,StripSearch,Booked,Occurrence_Category,Actions_at_arrest___Concealed_i,Actions_at_arrest___Combative__,Actions_at_arrest___Resisted__d,Actions_at_arrest___Mental_inst,Actions_at_arrest___Assaulted_o,Actions_at_arrest___Cooperative,SearchReason_CauseInjury,SearchReason_AssistEscape,SearchReason_PossessWeapons,SearchReason_PossessEvidence,ItemsFound,ObjectId
11046,2020,July-Sept,1049439,6049358,324439,Black,M,Aged 35 to 44 years,Not a youth,12,,1,Warrant,,,,,,,None,None,None,None,None,11046
11047,2020,Oct-Dec,1005883,6046877,324439,Black,M,Aged 35 to 44 years,Not a youth,12,,1,Robbery & Theft,,,,,,1,None,None,None,None,None,11047
11048,2021,Jan-Mar,1023913,6004870,324439,Black,M,Aged 35 to 44 years,Not a youth,51,,,FTA/FTC/Compliance Check/Parollee,,,,,,,None,None,None,None,None,11048
11049,2021,Jan-Mar,1006167,6022435,324439,Black,M,Aged 35 to 44 years,Not a youth,XX,,,Other Statute,,,,,,1,None,None,None,None,None,11049
11050,2021,Jan-Mar,1033572,6037622,324439,Black,M,Aged 35 to 44 years,Not a youth,XX,,1,FTA/FTC/Compliance Check/Parollee,,,,,,1,None,None,None,None,None,11050
11051,2021,Jan-Mar,1056310,6020802,324439,Black,M,Aged 35 to 44 years,Not a youth,11,,1,FTA/FTC/Compliance Check/Parollee,,,,,,1,None,None,None,None,None,11051
11052,2021,Apr-June,1041808,6059671,324439,Black,M,Aged 35 to 44 years,Not a youth,12,,1,Police Category - Administrative,,,,,,1,None,None,None,None,None,11052
11053,2021,Apr-June,1023913,6022915,324439,Black,M,Aged 35 to 44 years,Not a youth,52,,1,FTA/FTC/Compliance Check/Parollee,,,,,,1,None,None,None,None,None,11053
11054,2021,Apr-June,1000262,6049364,324439,Black,M,Aged 35 to 44 years,Not a youth,51,,,FTA/FTC/Compliance Check/Parollee,,,,,,,None,None,None,None,None,11054
11055,2021,Oct-Dec,1045431,6046082,324439,Black,M,Aged 35 to 44 years,Not a youth,XX,,1,Police Category - Administrative,,,,,,1,None,None,None,None,None,11055
11056,2021,Apr-June,1011519,6037696,330625,Black,M,Aged 35 to 44 years,Not a youth,XX,,,Police Category - Administrative,,,,,,1,None,None,None,None,None,11056
11057,2021,Oct-Dec,1040557,6049562,330625,Black,M,Aged 35 to 44 years,Not a youth,XX,,,FTA/FTC/Compliance Check/Parollee,,,,,,,None,None,None,None,None,11057
11058,2020,July-Sept,1006520,6064006,311704,Black,M,Aged 25 to 34 years,Not a youth,33,1,1,Warrant,,,,,,1,1,0,0,0,0,11058
11059,2020,Oct-Dec,1012633,6029586,311704,Black,M,Aged 35 to 44 years,Not a youth,41,,1,Warrant,,,,,,1,None,None,None,None,None,11059
11060,2021,July-Sept,1033584,6024365,311704,Black,M,Aged 35 to 44 years,Not a youth,43,,1,Assault,,,,,,,None,None,None,None,None,11060
11061,2020,Jan-Mar,1052205,6029886,305246,Black,M,Aged 25 to 34 years,Not a youth,12,1,1,Weapons & Homicide,,,,,,,1,0,1,1,0,11061
11062,2021,Oct-Dec,1011292,6027742,314811,Unknown or Legacy,M,Aged 35 to 44 years,Not a youth,XX,,,Drug Related,,,,,,,None,None,None,None,None,11062
11063,2020,Apr-June,1031893,6026972,323997,White,M,Aged 25 to 34 years,Not a youth,XX,,1,Vehicle Related (inc. Impaired),,,,,,,None,None,None,None,None,11063
11064,2020,Apr-June,1047547,6012941,323997,White,M,Aged 25 to 34 years,Not a youth,12,,1,Vehicle Related (inc. Impaired),,,,,,1,None,None,None,None,None,11064
11065,2021,Oct-Dec,1053172,6021724,323816,Black,M,Aged 35 to 44 years,Not a youth,51,,1,Mischief,,,,,,,None,None,None,None,None,11065
11066,2020,Jan-Mar,1036917,6045779,309483,White,M,Aged 35 to 44 years,Not a youth,XX,,,"FTA/FTC, Compliance Check & Parollee",,,,,,,None,None,None,None,None,11066
11067,2020,Jan-Mar,1012873,6057136,309483,White,M,Aged 35 to 44 years,Not a youth,XX,,1,"FTA/FTC, Compliance Check & Parollee",,,,,,,None,None,None,None,None,11067
11068,2020,July-Sept,1000796,6062778,303111,White,M,Aged 45 to 54 years,Not a youth,23,,1,"FTA/FTC, Compliance Check & Parollee",,,,,,,None,None,None,None,None,11068
11069,2021,Oct-Dec,1002068,6043411,312275,White,M,Aged 45 to 54 years,Not a youth,XX,,,Robbery/Theft,,,,,,,None,None,None,None,None,11069
11070,2021,Jan-Mar,1017671,6017980,314074,Indigenous,M,Aged 35 to 44 years,Not a youth,14,,1,Assault,,,,,,1,None,None,None,None,None,11070
11071,2020,Jan-Mar,1011513,6034336,312860,Black,F,Aged 25 to 34 years,Not a youth,XX,,,Robbery & Theft,,,,,,,None,None,None,None,None,11071
11072,2020,Jan-Mar,1023541,6042596,312860,Black,F,Aged 25 to 34 years,Not a youth,41,1,1,Warrant,,,,,,,0,0,0,0,0,11072
11073,2020,Oct-Dec,1040319,6016924,312860,Black,F,Aged 25 to 34 years,Not a youth,XX,,,Assault & Other crimes against persons,,,,,,,None,None,None,None,None,11073
11074,2021,Jan-Mar,1052139,6014145,314074,Indigenous,M,Aged 35 to 44 years,Not a youth,54,,1,LLA,,1,,1,1,,None,None,None,None,None,11074
11075,2021,July-Sept,1057035,6026301,312860,Black,F,Aged 25 to 34 years,Not a youth,11,,1,Police Category - Administrative,,,,,,,None,None,None,None,None,11075
11076,2021,Jan-Mar,1017975,6059409,314074,Indigenous,M,Aged 35 to 44 years,Not a youth,22,,1,LLA,,,,,,1,None,None,None,None,None,11076
11077,2021,Oct-Dec,1029201,6013091,312860,Black,F,Aged 25 to 34 years,Not a youth,11,,,Robbery/Theft,,,,,,1,None,None,None,None,None,11077
11078,2020,Oct-Dec,1009715,6009616,324136,Black,M,Aged 35 to 44 years,Not a youth,12,,,Assault & Other crimes against persons,,,,,,,None,None,None,None,None,11078
11079,2021,Jan-Mar,1023485,6054433,314074,Indigenous,M,Aged 35 to 44 years,Not a youth,51,,1,Assault,,1,1,,,,None,None,None,None,None,11079
11080,2020,Jan-Mar,1009897,6052279,324686,Black,M,Aged 35 to 44 years,Not a youth,31,,,Warrant,,,,,,1,None,None,None,None,None,11080
11081,2021,July-Sept,1037537,6039924,314074,Indigenous,M,Aged 35 to 44 years,Not a youth,XX,,,Assault,,,,,,,None,None,None,None,None,11081
11082,2021,Oct-Dec,1021662,6031102,329324,Middle-Eastern,M,Aged 35 to 44 years,Not a youth,51,,1,Sexual Related Crime,,,,,,1,None,None,None,None,None,11082
11083,2020,Oct-Dec,1017391,6018630,330973,East/Southeast Asian,M,Aged 35 to 44 years,Not a youth,42,,1,Assault & Other crimes against persons,,,1,,,,None,None,None,None,None,11083
11084,2021,July-Sept,1022829,6020190,314074,Indigenous,M,Aged 35 to 44 years,Not a youth,XX,,1,Police Category - Administrative,,,,1,,1,None,None,None,None,None,11084
11085,2021,July-Sept,1032893,6061276,314074,White,M,Aged 35 to 44 years,Not a youth,32,,1,Other Statute,,,,,,,None,None,None,None,None,11085
11086,2021,Apr-June,1029884,6002652,331617,White,M,Aged 35 to 44 years,Not a youth,22,,1,Assault,,1,1,,,,None,None,None,None,None,11086
11087,2020,Apr-June,1021053,6040890,316104,South Asian,M,Aged 35 to 44 years,Not a youth,XX,,,Other Statute & Other Incident Type,,,,,,,None,None,None,None,None,11087
11088,2021,Oct-Dec,1051605,6008782,314074,White,M,Aged 35 to 44 years,Not a youth,54,,1,Harassment/Threatening,,,,,,,None,None,None,None,None,11088
11089,2021,July-Sept,1005245,6021937,331617,White,M,Aged 35 to 44 years,Not a youth,51,,1,Assault,,,,,,,None,None,None,None,None,11089
11090,2020,July-Sept,1010176,6027555,316104,East/Southeast Asian,M,Aged 35 to 44 years,Not a youth,42,,1,Assault & Other crimes against persons,,,,,,,None,None,None,None,None,11090
11091,2021,Oct-Dec,1027706,6007549,329324,Middle-Eastern,M,Aged 35 to 44 years,Not a youth,XX,,,Sexual Related Crime,,,,,,1,None,None,None,None,None,11091
11092,2021,July-Sept,1043778,6024540,303641,White,M,Aged 45 to 54 years,Not a youth,XX,,,Robbery/Theft,,,,,,,None,None,None,None,None,11092
11093,2020,Oct-Dec,1020047,6042305,331039,East/Southeast Asian,M,Aged 55 to 64 years,Not a youth,52,,,Sexual Related Crimes & Crimes Against Children,,,,,,1,None,None,None,None,None,11093
11094,2020,July-Sept,1059479,6058684,316104,South Asian,M,Aged 35 to 44 years,Not a youth,XX,,,Assault & Other crimes against persons,,,,,,1,None,None,None,None,None,11094
11095,2021,Jan-Mar,1028346,6021441,305672,South Asian,M,Aged 25 to 34 years,Not a youth,23,,1,Robbery/Theft,,,,,,1,None,None,None,None,None,11095
11096,2020,Jan-Mar,1035526,6063582,326322,White,M,Aged 35 to 44 years,Not a youth,14,,1,"FTA/FTC, Compliance Check & Parollee",,1,,1,,,None,None,None,None,None,11096
11097,2020,Apr-June,1035524,6060093,313784,Black,M,Aged 55 to 64 years,Not a youth,XX,,,Assault & Other crimes against persons,,,,,,,None,None,None,None,None,11097
11098,2020,July-Sept,1003810,6049683,316104,South Asian,M,Aged 35 to 44 years,Not a youth,42,1,1,"FTA/FTC, Compliance Check & Parollee",,,,,,,1,0,1,0,0,11098
11099,2021,Jan-Mar,1042768,6038545,320231,Unknown or Legacy,M,Aged 35 to 44 years,Not a youth,51,,,Mischief,,,,,,1,None,None,None,None,None,11099
11100,2020,Oct-Dec,1020589,6040256,326322,Latino,M,Aged 35 to 44 years,Not a youth,14,,1,"FTA/FTC, Compliance Check & Parollee",,,,,,,None,None,None,None,None,11100
11101,2021,Oct-Dec,1026118,6025934,313784,Black,M,Aged 55 to 64 years,Not a youth,51,,1,Assault,,,,,,1,None,None,None,None,None,11101
11102,2020,Oct-Dec,1034127,6062295,316104,South Asian,M,Aged 35 to 44 years,Not a youth,XX,,,Other Statute & Other Incident Type,,,,,,,None,None,None,None,None,11102
11103,2020,Oct-Dec,1051836,6025346,316104,South Asian,M,Aged 35 to 44 years,Not a youth,XX,,,Other Statute & Other Incident Type,,,,,,,None,None,None,None,None,11103
11104,2020,Apr-June,1011613,6013461,326917,South Asian,M,Aged 35 to 44 years,Not a youth,32,,1,Vehicle Related (inc. Impaired),,,,,,1,None,None,None,None,None,11104
11105,2021,Jan-Mar,1055943,6022870,310503,Unknown or Legacy,M,Aged 25 to 34 years,Not a youth,12,,1,Assault,,,,,,1,None,None,None,None,None,11105
11106,2020,July-Sept,1017206,6021422,331716,Black,M,Aged 35 to 44 years,Not a youth,XX,,,Warrant,,,,,,,None,None,None,None,None,11106
11107,2020,Oct-Dec,1043828,6009638,331716,Black,M,Aged 35 to 44 years,Not a youth,42,,1,Vehicle Related (inc. Impaired),,,1,,,,None,None,None,None,None,11107
11108,2021,Jan-Mar,1018524,6037368,309439,Black,M,Aged 35 to 44 years,Not a youth,XX,,,Robbery/Theft,,,1,,,,None,None,None,None,None,11108
11109,2021,Apr-June,1048318,6062083,317111,White,F,Aged 35 to 44 years,Not a youth,XX,,1,Break and Enter,,,,,,,None,None,None,None,None,11109
11110,2021,July-Sept,1019986,6029777,331156,Unknown or Legacy,M,Aged 35 to 44 years,Not a youth,31,,,Weapons,,,,,,,None,None,None,None,None,11110
11111,2020,Jan-Mar,1025875,6025113,307941,White,M,Aged 25 to 34 years,Not a youth,42,1,1,Harassment & Threatening,,,,1,,1,1,0,0,0,0,11111
11112,2021,Oct-Dec,1016558,6046498,307941,Unknown or Legacy,M,Aged 25 to 34 years,Not a youth,43,,1,Assault,,,1,,,,None,None,None,None,None,11112
11113,2020,Jan-Mar,1040367,6061877,301288,Middle-Eastern,M,Aged 25 to 34 years,Not a youth,XX,,,Assault & Other crimes against persons,,,,,,1,None,None,None,None,None,11113
11114,2020,July-Sept,1007510,6045133,300816,White,M,Aged 25 to 34 years,Not a youth,43,,,Mischief & Fraud,,,,,,1,None,None,None,None,None,11114
11115,2020,Jan-Mar,1013380,6055348,329634,Indigenous,M,Aged 35 to 44 years,Not a youth,XX,,,Assault & Other crimes against persons,,,,,,1,None,None,None,None,None,11115
11116,2021,Oct-Dec,1046695,6021708,309773,Black,M,Aged 35 to 44 years,Not a youth,XX,,,Assault,,,,,,,None,None,None,None,None,11116
11117,2021,Apr-June,1019752,6003157,327487,White,M,Aged 35 to 44 years,Not a youth,12,,1,Assault,,,,,,,None,None,None,None,None,11117
11118,2020,July-Sept,1054349,6007625,333358,Unknown or Legacy,M,Aged 45 to 54 years,Not a youth,12,,1,Vehicle Related (inc. Impaired),,,,,,,None,None,None,None,None,11118
11119,2020,Oct-Dec,1014578,6001976,301369,White,M,Aged 25 to 34 years,Not a youth,XX,,,Harassment & Threatening,,,,,,,None,None,None,None,None,11119
11120,2020,Apr-June,1007439,6058707,304303,White,M,Aged 45 to 54 years,Not a youth,XX,,,Warrant,,,,,,,None,None,None,None,None,11120
11121,2021,July-Sept,1041616,6041453,301471,White,M,Aged 35 to 44 years,Not a youth,23,,1,Assault,,1,,,,,None,None,None,None,None,11121
11122,2021,Jan-Mar,1020855,6004478,318486,Black,M,Aged 35 to 44 years,Not a youth,XX,,,Assault,,,,,,,None,None,None,None,None,11122
11123,2021,Jan-Mar,1012664,6053052,308312,White,M,Aged 35 to 44 years,Not a youth,XX,,,Police Category - Incident,,1,,,,,None,None,None,None,None,11123
11124,2021,July-Sept,1040444,6054758,336389,White,M,Aged 45 to 54 years,Not a youth,XX,,,Mischief,,,,,,,None,None,None,None,None,11124
11125,2020,Jan-Mar,1002571,6007722,319445,South Asian,M,Aged 45 to 54 years,Not a youth,52,,,Warrant,,,,,,,None,None,None,None,None,11125
11126,2020,Jan-Mar,1023085,6029802,319445,South Asian,M,Aged 45 to 54 years,Not a youth,XX,,,Mischief & Fraud,,,,1,,1,None,None,None,None,None,11126
11127,2020,Jan-Mar,1004090,6062427,319445,South Asian,M,Aged 45 to 54 years,Not a youth,52,1,1,Warrant,,,,,,1,0,0,0,0,0,11127
11128,2021,July-Sept,1007484,6013275,329226,East/Southeast Asian,M,Aged 55 to 64 years,Not a youth,XX,,,Assault,,,,,,,None,None,None,None,None,11128
11129,2020,Apr-June,1021487,6031933,335111,White,F,Aged 45 to 54 years,Not a youth,22,,,Robbery & Theft,,,,,,,None,None,None,None,None,11129
11130,2021,Jan-Mar,1039487,6005820,303275,Black,F,Aged 35 to 44 years,Not a youth,12,,,Assault,,,,,,1,None,None,None,None,None,11130
11131,2020,Jan-Mar,1039122,6008695,302798,East/Southeast Asian,M,Aged 35 to 44 years,Not a youth,XX,,,Other Statute & Other Incident Type,,,1,,,,None,None,None,None,None,11131
11132,2020,July-Sept,1024028,6055695,301615,Black,M,Aged 55 to 64 years,Not a youth,XX,,,Other Offence,,,,,,,None,None,None,None,None,11132
11133,2021,Apr-June,1027079,6036038,301856,East/Southeast Asian,M,Aged 45 to 54 years,Not a youth,XX,,,Mischief,,,,,,,None,None,None,None,None,11133
11134,2021,July-Sept,1017770,6062590,301856,Middle-Eastern,M,Aged 45 to 54 years,Not a youth,43,,1,Sexual Related Crime,,,,,,,None,None,None,None,None,11134
11135,2021,Oct-Dec,1006992,6051834,301856,East/Southeast Asian,M,Aged 45 to 54 years,Not a youth,42,,1,Mischief,,,,,,1,None,None,None,None,None,11135
11136,2020,July-Sept,1054320,6038549,328090,Black,M,Aged 35 to 44 years,Not a youth,51,,1,"FTA/FTC, Compliance Check & Parollee",,,,,,1,None,None,None,None,None,11136
11137,2020,Oct-Dec,1046283,6010183,328090,Black,M,Aged 35 to 44 years,Not a youth,51,,1,"FTA/FTC, Compliance Check & Parollee",,,,,,1,None,None,None,None,None,11137
11138,2020,Oct-Dec,1001846,6027480,328090,Black,M,Aged 35 to 44 years,Not a youth,XX,1,1,"FTA/FTC, Compliance Check & Parollee",,,,,,,1,0,0,0,0,11138
11139,2021,Jan-Mar,1050249,6055835,317725,Black,F,Aged 45 to 54 years,Not a youth,XX,,,Mischief,,,,1,,,None,None,None,None,None,11139
11140,2021,Oct-Dec,1027393,6019093,304925,White,F,Aged 35 to 44 years,Not a youth,12,,1,Assault,,,,,,,None,None,None,None,None,11140
11141,2021,Oct-Dec,1042140,6049123,304925,White,F,Aged 35 to 44 years,Not a youth,12,,,FTA/FTC/Compliance Check/Parollee,,,,,,1,None,None,None,None,None,11141
11142,2021,Jan-Mar,1038404,6030782,326322,Latino,M,Aged 35 to 44 years,Not a youth,14,,1,FTA/FTC/Compliance Check/Parollee,,,,,,,None,None,None,None,None,11142
11143,2021,Jan-Mar,1006951,6018476,320231,Black,M,Aged 35 to 44 years,Not a youth,51,,1,FTA/FTC/Compliance Check/Parollee,1,,,,,,None,None,None,None,None,11143
11144,2021,Oct-Dec,1006217,6018181,326322,Latino,M,Aged 35 to 44 years,Not a youth,14,,1,FTA/FTC/Compliance Check/Parollee,,,,1,,,None,None,None,None,None,11144
11145,2021,Jan-Mar,1024361,6025261,320231,Black,M,Aged 35 to 44 years,Not a youth,51,,1,FTA/FTC/Compliance Check/Parollee,,,,,,1,None,None,None,None,None,11145
11146,2020,Jan-Mar,1021746,6021542,302706,Black,F,Aged 25 to 34 years,Not a youth,XX,,,Warrant,,,,,,1,None,None,None,None,None,11146
11147,2021,Apr-June,1004751,6040445,302706,Black,F,Aged 25 to 34 years,Not a youth,XX,,,Mischief,,,,,,1,None,None,None,None,None,11147
11148,2021,Jan-Mar,1012071,6012837,320231,Black,M,Aged 35 to 44 years,Not a youth,51,,1,FTA/FTC/Compliance Check/Parollee,,,,,,,None,None,None,None,None,11148
11149,2021,Apr-June,1010425,6023949,302706,Black,F,Aged 25 to 34 years,Not a youth,43,,,Mischief,,,,,,,None,None,None,None,None,11149
11150,2021,Apr-June,1049928,6026547,320231,Black,M,Aged 35 to 44 years,Not a youth,51,,1,Police Category - Administrative,,,,,,1,None,None,None,None,None,11150
11151,2021,Oct-Dec,1034946,6011520,302706,Unknown or Legacy,F,Aged 35 to 44 years,Not a youth,XX,,,Robbery/Theft,,,,,,,None,None,None,None,None,11151
11152,2021,Apr-June,1022284,6033251,320231,White,M,Aged 35 to 44 years,Not a youth,22,,,Robbery/Theft,,,,,,,None,None,None,None,None,11152
11153,2021,Apr-June,1058259,6009678,306079,Indigenous,M,Aged 35 to 44 years,Not a youth,11,,,Warrant,,,,,,,None,None,None,None,None,11153
11154,2021,Jan-Mar,1023782,6048218,304196,White,F,Aged 35 to 44 years,Not a youth,XX,,1,Police Category - Administrative,,,,,,1,None,None,None,None,None,11154
11155,2021,Jan-Mar,1019158,6027672,303357,White,M,Aged 35 to 44 years,Not a youth,13,,1,Police Category - Administrative,,,,,,1,None,None,None,None,None,11155
11156,2020,July-Sept,1008545,6020921,303369,White,M,Aged 25 to 34 years,Not a youth,41,,1,Warrant,,,,,,,None,None,None,None,None,11156
11157,2021,Oct-Dec,1045347,6018399,303357,White,M,Aged 35 to 44 years,Not a youth,13,,1,FTA/FTC/Compliance Check/Parollee,,,,,,1,None,None,None,None,None,11157
11158,2020,July-Sept,1048165,6008691,303369,White,M,Aged 25 to 34 years,Not a youth,XX,,1,Warrant,,,,,,,None,None,None,None,None,11158
11159,2021,July-Sept,1037196,6043332,309514,White,M,Aged 35 to 44 years,Not a youth,XX,,1,Police Category - Administrative,,,,,,,None,None,None,None,None,11159
11160,2021,Jan-Mar,1038392,6055368,324587,White,M,Aged 55 to 64 years,Not a youth,23,,1,Weapons,,,,,,,None,None,None,None,None,11160
11161,2020,July-Sept,1029809,6058710,310970,Unknown or Legacy,M,Aged 35 to 44 years,Not a youth,XX,,,Harassment & Threatening,,,,,,1,None,None,None,None,None,11161
11162,2020,Jan-Mar,1050440,6048892,312701,White,M,Aged 35 to 44 years,Not a youth,32,,,"FTA/FTC, Compliance Check & Parollee",,,,,,1,None,None,None,None,None,11162
11163,2021,Apr-June,1002836,6030907,310970,Black,M,Aged 35 to 44 years,Not a youth,XX,,,Police Category - Administrative,,,,,,,None,None,None,None,None,11163
11164,2020,Apr-June,1034290,6022180,310715,White,M,Aged 35 to 44 years,Not a youth,14,,1,Mischief & Fraud,,,,,,1,None,None,None,None,None,11164
11165,2020,Jan-Mar,1003841,6053877,331451,Black,M,Aged 45 to 54 years,Not a youth,12,,,Robbery & Theft,,,,,,,None,None,None,None,None,11165
11166,2021,Jan-Mar,1035545,6007007,310715,White,M,Aged 35 to 44 years,Not a youth,51,,1,Police Category - Administrative,,,,,,,None,None,None,None,None,11166
11167,2020,Jan-Mar,1018314,6036417,331451,South Asian,M,Aged 45 to 54 years,Not a youth,12,1,1,Other Offence,,,,,,,1,0,1,0,0,11167
11168,2021,Apr-June,1029166,6032273,310715,White,M,Aged 35 to 44 years,Not a youth,51,,1,FTA/FTC/Compliance Check/Parollee,,,,,,1,None,None,None,None,None,11168
11169,2020,Apr-June,1019706,6004092,331451,Black,M,Aged 45 to 54 years,Not a youth,51,,1,Warrant,,,,,,,None,None,None,None,None,11169
11170,2021,Oct-Dec,1029415,6005543,310715,White,M,Aged 45 to 54 years,Not a youth,53,,1,FTA/FTC/Compliance Check/Parollee,,,,,,1,None,None,None,None,None,11170
11171,2020,Oct-Dec,1033533,6064206,331451,Black,M,Aged 45 to 54 years,Not a youth,42,,1,Warrant,,1,,1,,,None,None,None,None,None,11171
11172,2020,Oct-Dec,1038278,6042911,331451,Black,M,Aged 45 to 54 years,Not a youth,55,,1,"FTA/FTC, Compliance Check & Parollee",,,1,,,,None,None,None,None,None,11172
11173,2021,Apr-June,1017838,6055252,331451,Black,M,Aged 45 to 54 years,Not a youth,XX,,,Assault,,,,,,1,None,None,None,None,None,11173
11174,2021,Apr-June,1053053,6051543,331451,Black,M,Aged 45 to 54 years,Not a youth,14,,1,LLA,,,,,,,None,None,None,None,None,11174
11175,2021,Apr-June,1035696,6010108,331451,Black,M,Aged 45 to 54 years,Not a youth,14,,1,Robbery/Theft,,,,,,1,None,None,None,None,None,11175
11176,2021,July-Sept,1029368,6034303,331451,Black,M,Aged 45 to 54 years,Not a youth,XX,,,Robbery/Theft,,,,,,1,None,None,None,None,None,11176
11177,2021,July-Sept,1027416,6000509,331451,Black,M,Aged 45 to 54 years,Not a youth,12,,1,FTA/FTC/Compliance Check/Parollee,,,,,,,None,None,None,None,None,11177
11178,2021,July-Sept,1004066,6056698,331451,Black,M,Aged 45 to 54 years,Not a youth,11,,1,Weapons,,,,,,,None,None,None,None,None,11178
11179,2021,July-Sept,1035909,6006874,331451,Black,M,Aged 45 to 54 years,Not a youth,52,,1,Police Category - Administrative,,,,,,,None,None,None,None,None,11179
11180,2021,Oct-Dec,1030902,6012155,331451,Black,M,Aged 45 to 54 years,Not a youth,52,,1,FTA/FTC/Compliance Check/Parollee,,,,,,,None,None,None,None,None,11180
11181,2021,Oct-Dec,1038610,6026877,331579,Black,M,Aged 25 to 34 years,Not a youth,12,,1,Impaired,,,,,,1,None,None,None,None,None,11181
11182,2020,Apr-June,1047435,6018133,334778,White,M,Aged 25 to 34 years,Not a youth,XX,1,1,Break & Enter,,,,,,,0,0,0,1,1,11182
11183,2021,July-Sept,1057010,6026533,334778,White,M,Aged 35 to 44 years,Not a youth,XX,,1,FTA/FTC/Compliance Check/Parollee,,,,,,,None,None,None,None,None,11183
11184,2021,Jan-Mar,1012240,6001319,302014,East/Southeast Asian,M,Aged 35 to 44 years,Not a youth,XX,,,Robbery/Theft,,,,,,1,None,None,None,None,None,11184
11185,2020,Jan-Mar,1013293,6053554,329470,Latino,M,Aged 25 to 34 years,Not a youth,22,,,Vehicle Related (inc. Impaired),,,,,,,None,None,None,None,None,11185
11186,2020,Apr-June,1009445,6062293,321871,Indigenous,M,Aged 25 to 34 years,Not a youth,55,1,1,Assault & Other crimes against persons,,1,1,,1,,1,0,1,0,0,11186
11187,2020,July-Sept,1040143,6045046,321871,White,M,Aged 25 to 34 years,Not a youth,55,1,1,Assault & Other crimes against persons,,1,,1,1,,1,0,1,0,0,11187
11188,2020,July-Sept,1009704,6031471,321871,Indigenous,M,Aged 25 to 34 years,Not a youth,55,1,1,Assault & Other crimes against persons,,1,,1,,,1,0,1,0,0,11188
11189,2021,Jan-Mar,1011845,6044388,321871,White,M,Aged 25 to 34 years,Not a youth,55,,1,Police Category - Administrative,,,,,,,None,None,None,None,None,11189
11190,2021,Oct-Dec,1043648,6023021,321871,Indigenous,M,Aged 25 to 34 years,Not a youth,XX,,,Police Category - Administrative,,,,,,,None,None,None,None,None,11190
11191,2021,Oct-Dec,1030547,6043999,321871,Indigenous,M,Aged 25 to 34 years,Not a youth,33,,1,Police Category - Administrative,,,,,,1,None,None,None,None,None,11191
11192,2020,Oct-Dec,1057124,6061482,327284,Black,M,Aged 35 to 44 years,Not a youth,XX,,,Warrant,,,,,,1,None,None,None,None,None,11192
11193,2020,Jan-Mar,1053399,6034589,307079,White,F,Aged 35 to 44 years,Not a youth,42,,1,Vehicle Related (inc. Impaired),,,,,,,None,None,None,None,None,11193
11194,2020,Jan-Mar,1043225,6016179,308605,Black,M,Aged 25 to 34 years,Not a youth,22,,1,Warrant,,,,,,1,None,None,None,None,None,11194
11195,2020,Apr-June,1021108,6028160,308605,Black,M,Aged 25 to 34 years,Not a youth,14,1,1,Break & Enter,,,,,,,1,1,1,1,0,11195
11196,2020,Apr-June,1051471,6049074,308605,Black,M,Aged 25 to 34 years,Not a youth,XX,,,Harassment & Threatening,,,,,,,None,None,None,None,None,11196
11197,2020,Oct-Dec,1007551,6012450,308605,Black,M,Aged 25 to 34 years,Not a youth,XX,,,"FTA/FTC, Compliance Check & Parollee",,,,,,1,None,None,None,None,None,11197
11198,2021,Jan-Mar,1045476,6057344,308605,Black,M,Aged 25 to 34 years,Not a youth,14,,1,FTA/FTC/Compliance Check/Parollee,1,,,1,,,None,None,None,None,None,11198
11199,2021,Jan-Mar,1026560,6000383,308605,Black,M,Aged 25 to 34 years,Not a youth,XX,,,Mental Health,,,,1,,,None,None,None,None,None,11199
11200,2021,Jan-Mar,1047066,6000552,308605,Black,M,Aged 25 to 34 years,Not a youth,XX,,,Mischief,,,,,,,None,None,None,None,None,11200
11201,2021,Jan-Mar,1013099,6017944,335404,Black,M,Aged 35 to 44 years,Not a youth,XX,,,Robbery/Theft,,,,,,1,None,None,None,None,None,11201
11202,2021,Oct-Dec,1019688,6048228,303275,Black,F,Aged 35 to 44 years,Not a youth,XX,,,Robbery/Theft,,,,,,1,None,None,None,None,None,11202
11203,2021,July-Sept,1008478,6058145,333902,Black,M,Aged 25 to 34 years,Not a youth,31,,1,Impaired,,,,,,,None,None,None,None,None,11203
11204,2021,Jan-Mar,1058694,6028463,335404,Black,M,Aged 35 to 44 years,Not a youth,53,,1,Assault,,,,,,1,None,None,None,None,None,11204
11205,2021,July-Sept,1019712,6042817,328778,East/Southeast Asian,F,Aged 45 to 54 years,Not a youth,13,,1,FTA/FTC/Compliance Check/Parollee,,,,,,1,None,None,None,None,None,11205
11206,2021,Jan-Mar,1000948,6017722,311429,South Asian,M,Aged 35 to 44 years,Not a youth,42,,1,Assault,,,,,,,None,None,None,None,None,11206
11207,2021,Jan-Mar,1034987,6063373,337284,Latino,M,Aged 35 to 44 years,Not a youth,XX,,,Assault,,,,,,1,None,None,None,None,None,11207
11208,2021,Jan-Mar,1044609,6064767,311429,South Asian,M,Aged 35 to 44 years,Not a youth,42,,1,Police Category - Administrative,,,,,,1,None,None,None,None,None,11208
11209,2021,Apr-June,1036612,6032152,335404,Black,M,Aged 35 to 44 years,Not a youth,XX,,,Robbery/Theft,,,,,,1,None,None,None,None,None,11209
