_id,Arrest_Year,Arrest_Month,EventID,ArrestID,PersonID,Perceived_Race,Sex,Age_group__at_arrest_,Youth_at_arrest__under_18_years,ArrestLocDiv,StripSearch,Booked,Occurrence_Category,Actions_at_arrest___Concealed_i,Actions_at_arrest___Combative__,Actions_at_arrest___Resisted__d,Actions_at_arrest___Mental_inst,Actions_at_arrest___Assaulted_o,Actions_at_arrest___Cooperative,SearchReason_CauseInjury,SearchReason_AssistEscape,SearchReason_PossessWeapons,SearchReason_PossessEvidence,ItemsFound,ObjectId
170,2020,Oct-Dec,1008053,6031115,302929,Black,M,Aged 25 to 34 years,Not a youth,XX,,1,Weapons & Homicide,,,,,,,None,None,None,None,None,170
171,2020,Jan-Mar,1044112,6037903,329647,White,M,Aged 18 to 24 years,Not a youth,XX,,,Harassment & Threatening,,,,,,,None,None,None,None,None,171
172,2020,July-Sept,1025965,6028746,329647,White,M,Aged 18 to 24 years,Not a youth,XX,,,Assault & Other crimes against persons,,,,,,,None,None,None,None,None,172
173,2020,July-Sept,1011704,6014115,307666,Black,M,Aged 18 to 24 years,Not a youth,41,,1,Mischief & Fraud,,,,,,1,None,None,None,None,None,173
174,2020,July-Sept,1022032,6026317,307666,Black,M,Aged 18 to 24 years,Not a youth,41,,1,"FTA/FTC, Compliance Check & Parollee",,,,,,1,None,None,None,None,None,174
175,2021,Apr-June,1038133,6059880,307666,Black,M,Aged 25 to 34 years,Not a youth,XX,,,FTA/FTC/Compliance Check/Parollee,,,,,,1,None,None,None,None,None,175
176,2021,July-Sept,1042036,6053134,307666,Black,M,Aged 25 to 34 years,Not a youth,31,,1,Police Category - Administrative,,,,,,1,None,None,None,None,None,176
177,2020,Jan-Mar,1044059,6027450,319372,Black,M,Aged 18 to 24 years,Not a youth,12,,,Assault & Other crimes against persons,,,,,,1,None,None,None,None,None,177
178,2020,Oct-Dec,1039951,6021633,319372,Black,M,Aged 18 to 24 years,Not a youth,12,,1,"FTA/FTC, Compliance Check & Parollee",,,,,,,None,None,None,None,None,178
179,2021,July-Sept,1001168,6015212,319372,Black,M,Aged 25 to 34 years,Not a youth,XX,,,Sexual Related Crime,,,,,,1,None,None,None,None,None,179
180,2021,Apr-June,1039473,6014146,323533,Unknown or Legacy,M,Aged 25 to 34 years,Not a youth,51,,1,Assault,,,,,,1,None,None,None,None,None,180
181,2021,Jan-Mar,1015160,6010774,326023,White,M,Aged 25 to 34 years,Not a youth,51,,1,Other Offence,,,,,,,None,None,None,None,None,181
182,2021,Apr-June,1053837,6063093,326023,White,M,Aged 25 to 34 years,Not a youth,XX,,,Assault,,,,,,,None,None,None,None,None,182
183,2021,July-Sept,1003465,6029257,326023,White,M,Aged 25 to 34 years,Not a youth,XX,,,Other Statute,,,1,,,,None,None,None,None,None,183
184,2021,July-Sept,1048355,6003743,320837,Black,M,Aged 35 to 44 years,Not a youth,XX,,,Assault,,,,,,1,None,None,None,None,None,184
185,2020,July-Sept,1020904,6014412,321403,Black,M,Aged 25 to 34 years,Not a youth,12,1,1,Assault & Other crimes against persons,,,,,,1,0,0,1,0,0,185
186,2020,Apr-June,1040158,6006019,319050,White,M,Aged 55 to 64 years,Not a youth,XX,,,Harassment & Threatening,,,,,,,None,None,None,None,None,186
187,2020,July-Sept,1028419,6000407,302738,White,M,Aged 25 to 34 years,Not a youth,33,1,1,Warrant,,,,,,,1,1,1,0,0,187
188,2020,Oct-Dec,1034390,6048285,302738,White,M,Aged 25 to 34 years,Not a youth,XX,,,Robbery & Theft,,,,,,1,None,None,None,None,None,188
189,2020,Oct-Dec,1051543,6058169,302738,White,M,Aged 25 to 34 years,Not a youth,33,,1,Other Offence,,,,,,1,None,None,None,None,None,189
190,2021,July-Sept,1011223,6017226,302738,White,M,Aged 25 to 34 years,Not a youth,42,,1,Police Category - Administrative,,,,,,1,None,None,None,None,None,190
191,2020,Jan-Mar,1031569,6061705,304718,Black,F,Aged 18 to 24 years,Not a youth,XX,,,Robbery & Theft,,,,,,1,None,None,None,None,None,191
192,2021,Oct-Dec,1055896,6055717,335826,Black,M,Aged 45 to 54 years,Not a youth,XX,,,Sexual Related Crime,,,,,,1,None,None,None,None,None,192
193,2020,Oct-Dec,1035987,6040299,317610,South Asian,M,Aged 35 to 44 years,Not a youth,43,,1,Assault & Other crimes against persons,,,,,,1,None,None,None,None,None,193
194,2021,July-Sept,1034057,6038668,305212,Black,M,Aged 25 to 34 years,Not a youth,XX,,,Vehicle Related,,,,,,1,None,None,None,None,None,194
195,2021,Apr-June,1004458,6018168,301403,South Asian,M,Aged 25 to 34 years,Not a youth,52,,1,Weapons,,,,,,,None,None,None,None,None,195
196,2020,Apr-June,1040913,6028232,311081,White,M,Aged 25 to 34 years,Not a youth,55,1,1,Robbery & Theft,,,,,,,1,1,0,0,0,196
197,2020,Oct-Dec,1045269,6007061,311081,White,M,Aged 25 to 34 years,Not a youth,XX,,,Harassment & Threatening,,,,,,1,None,None,None,None,None,197
198,2020,Oct-Dec,1050997,6032401,311081,White,M,Aged 25 to 34 years,Not a youth,41,,1,Warrant,,,,,,1,None,None,None,None,None,198
199,2021,Apr-June,1058823,6020751,311081,White,M,Aged 25 to 34 years,Not a youth,XX,,,Mischief,,,,,,,None,None,None,None,None,199
200,2021,July-Sept,1059635,6001615,311081,Unknown or Legacy,M,Aged 25 to 34 years,Not a youth,XX,,,Police Category - Administrative,,,,,,1,None,None,None,None,None,200
201,2021,July-Sept,1000573,6002018,311081,White,M,Aged 25 to 34 years,Not a youth,XX,,,Police Category - Administrative,,,,,,1,None,None,None,None,None,201
202,2020,Jan-Mar,1006096,6005058,316812,White,M,Aged 35 to 44 years,Not a youth,52,1,1,Assault & Other crimes against persons,,,,,,1,0,0,0,0,0,202
203,2020,Apr-June,1029032,6028334,316812,White,M,Aged 35 to 44 years,Not a youth,XX,1,1,Warrant,,,,,,1,1,0,1,1,0,203
204,2020,Jan-Mar,1055836,6054373,304524,Unknown or Legacy,M,Aged 25 to 34 years,Not a youth,XX,,,Warrant,,,,,,,None,None,None,None,None,204
205,2020,Jan-Mar,1040972,6063927,304524,Unknown or Legacy,M,Aged 25 to 34 years,Not a youth,XX,,,Warrant,,,,,,,None,None,None,None,None,205
206,2020,Apr-June,1002881,6034895,304524,White,M,Aged 25 to 34 years,Not a youth,41,1,1,"FTA/FTC, Compliance Check & Parollee",,,,,,,1,0,0,0,0,206
207,2020,Oct-Dec,1027314,6004797,304524,White,M,Aged 25 to 34 years,Not a youth,55,,1,Warrant,,,,,,1,None,None,None,None,None,207
208,2020,Oct-Dec,1003204,6059977,304524,White,M,Aged 25 to 34 years,Not a youth,XX,,,Warrant,,,,,,,None,None,None,None,None,208
209,2020,Oct-Dec,1010335,6056406,304524,White,M,Aged 25 to 34 years,Not a youth,55,,1,Robbery & Theft,,,,,,,None,None,None,None,None,209
210,2021,Apr-June,1032321,6055539,304524,White,M,Aged 25 to 34 years,Not a youth,55,,1,Police Category - Administrative,,,,,,,None,None,None,None,None,210
211,2021,Oct-Dec,1028518,6028692,304524,White,M,Aged 25 to 34 years,Not a youth,XX,,,Police Category - Administrative,,,,,,,None,None,None,None,None,211
212,2020,Jan-Mar,1000344,6008978,301962,Black,F,Aged 25 to 34 years,Not a youth,13,,1,Assault & Other crimes against persons,,1,,,,,None,None,None,None,None,212
213,2020,July-Sept,1019436,6055957,301962,Black,F,Aged 25 to 34 years,Not a youth,XX,,,Mischief & Fraud,,,,,,,None,None,None,None,None,213
214,2020,July-Sept,1037849,6043850,301962,Black,F,Aged 25 to 34 years,Not a youth,11,,1,Other Statute & Other Incident Type,,,,,,,None,None,None,None,None,214
215,2021,Jan-Mar,1023432,6000678,316498,Middle-Eastern,M,Aged 55 to 64 years,Not a youth,XX,,,Robbery/Theft,,,,,,1,None,None,None,None,None,215
216,2020,Oct-Dec,1038006,6017371,301128,Black,M,Aged 25 to 34 years,Not a youth,41,,1,Assault & Other crimes against persons,,,1,,,,None,None,None,None,None,216
217,2021,July-Sept,1046829,6046356,301128,Black,M,Aged 25 to 34 years,Not a youth,XX,,1,Impaired,,,,,,1,None,None,None,None,None,217
218,2020,Jan-Mar,1052838,6058134,318728,Black,M,Aged 25 to 34 years,Not a youth,XX,,,Warrant,,,,,,1,None,None,None,None,None,218
219,2021,July-Sept,1058714,6013505,332486,White,F,Aged 35 to 44 years,Not a youth,XX,,1,Police Category - Administrative,,,,,,1,None,None,None,None,None,219
220,2020,Apr-June,1044576,6013543,334250,White,M,Aged 18 to 24 years,Not a youth,XX,,1,Mischief & Fraud,,,,1,,,None,None,None,None,None,220
221,2020,July-Sept,1003159,6061559,334250,Middle-Eastern,M,Aged 18 to 24 years,Not a youth,33,1,1,Assault & Other crimes against persons,,,,,,1,1,1,1,1,0,221
222,2021,Jan-Mar,1028378,6014235,311389,East/Southeast Asian,M,Aged 25 to 34 years,Not a youth,32,,1,Drug Related,,,,,,,None,None,None,None,None,222
223,2021,Apr-June,1030854,6048836,311389,East/Southeast Asian,M,Aged 25 to 34 years,Not a youth,32,,,Fraud,,,,,,,None,None,None,None,None,223
224,2020,Oct-Dec,1014716,6012452,328848,Indigenous,F,Aged 25 to 34 years,Not a youth,52,,,Assault & Other crimes against persons,,1,,,,,None,None,None,None,None,224
225,2020,July-Sept,1035921,6005579,335474,White,F,Aged 35 to 44 years,Not a youth,51,1,1,Assault & Other crimes against persons,,,,,,1,1,1,0,0,0,225
226,2021,Apr-June,1004886,6038606,335474,White,F,Aged 35 to 44 years,Not a youth,XX,,,FTA/FTC/Compliance Check/Parollee,,,,,,,None,None,None,None,None,226
227,2020,Jan-Mar,1025928,6023022,333728,Black,M,Aged 25 to 34 years,Not a youth,XX,,,Robbery & Theft,,,,,,,None,None,None,None,None,227
228,2020,Apr-June,1057159,6054708,304021,Black,M,Aged 18 to 24 years,Not a youth,51,,,Robbery & Theft,,,,,,,None,None,None,None,None,228
229,2021,July-Sept,1043804,6015970,302950,Black,M,Aged 18 to 24 years,Not a youth,52,,1,Assault,,,,,,,None,None,None,None,None,229
230,2021,July-Sept,1019322,6045185,300741,Indigenous,M,Aged 35 to 44 years,Not a youth,51,,1,Robbery/Theft,,,,,,,None,None,None,None,None,230
231,2021,July-Sept,1039741,6012642,324435,White,M,Aged 25 to 34 years,Not a youth,XX,,,Mischief,,,,,,,None,None,None,None,None,231
232,2021,July-Sept,1001313,6003460,336554,White,M,Aged 25 to 34 years,Not a youth,XX,,,Assault,,,,,,,None,None,None,None,None,232
233,2020,Jan-Mar,1004564,6021392,327630,Black,M,Aged 18 to 24 years,Not a youth,XX,,,Assault & Other crimes against persons,,,,,,,None,None,None,None,None,233
234,2020,Jan-Mar,1020007,6038178,327630,Black,M,Aged 18 to 24 years,Not a youth,XX,,,Warrant,,,,,,,None,None,None,None,None,234
235,2021,Apr-June,1024335,6028573,317311,Black,M,Aged 18 to 24 years,Not a youth,43,1,1,Assault,,,,,1,,0,0,0,0,1,235
236,2020,Jan-Mar,1049524,6029325,300286,Unknown or Legacy,F,Aged 45 to 54 years,Not a youth,XX,,,Robbery & Theft,,,,,,1,None,None,None,None,None,236
237,2021,Apr-June,1051711,6013049,327088,Black,M,Aged 25 to 34 years,Not a youth,51,,1,Robbery/Theft,,,,,,,None,None,None,None,None,237
238,2021,July-Sept,1050657,6005098,314524,Black,M,Aged 35 to 44 years,Not a youth,XX,,,Assault,,,,,,,None,None,None,None,None,238
239,2020,Jan-Mar,1057149,6056885,334980,Black,M,Aged 25 to 34 years,Not a youth,XX,,1,Warrant,,,,,,1,None,None,None,None,None,239
240,2021,Jan-Mar,1039896,6050722,334980,Black,M,Aged 25 to 34 years,Not a youth,12,,1,Police Category - Administrative,,,,,,1,None,None,None,None,None,240
241,2021,Jan-Mar,1011543,6009308,334980,Black,M,Aged 25 to 34 years,Not a youth,12,,1,Harassment/Threatening,,,,,,,None,None,None,None,None,241
242,2020,Jan-Mar,1038102,6050585,332167,Black,M,Aged 18 to 24 years,Not a youth,31,1,1,Robbery & Theft,,,,,,,1,1,0,0,0,242
243,2020,July-Sept,1017340,6017735,332167,Black,M,Aged 18 to 24 years,Not a youth,12,,1,Vehicle Related (inc. Impaired),,,,,,,None,None,None,None,None,243
244,2021,Apr-June,1047377,6022584,322078,White,M,Aged 18 to 24 years,Not a youth,12,,1,Sexual Related Crime,,,,,,,None,None,None,None,None,244
245,2020,Jan-Mar,1038050,6018783,318509,Black,M,Aged 18 to 24 years,Not a youth,XX,1,1,Warrant,,,,,,1,1,1,1,1,1,245
246,2020,Oct-Dec,1029341,6058857,318509,Black,M,Aged 18 to 24 years,Not a youth,XX,,,Assault & Other crimes against persons,,,,,,,None,None,None,None,None,246
247,2020,Oct-Dec,1000712,6032637,318509,Black,M,Aged 18 to 24 years,Not a youth,XX,,,"FTA/FTC, Compliance Check & Parollee",,,,,,,None,None,None,None,None,247
248,2021,July-Sept,1046598,6049363,300927,Middle-Eastern,M,Aged 25 to 34 years,Not a youth,31,,1,Sexual Related Crime,,,,,,,None,None,None,None,None,248
249,2021,July-Sept,1043863,6018892,300927,Middle-Eastern,M,Aged 25 to 34 years,Not a youth,31,,1,Sexual Related Crime,,,,,,,None,None,None,None,None,249
250,2021,July-Sept,1028425,6003032,300927,Middle-Eastern,M,Aged 25 to 34 years,Not a youth,22,,1,Sexual Related Crime,,,,,,1,None,None,None,None,None,250
251,2020,July-Sept,1055757,6029889,307460,Black,M,Aged 18 to 24 years,Not a youth,XX,,1,Robbery & Theft,,,,,,1,None,None,None,None,None,251
252,2020,July-Sept,1018967,6005365,304819,Unknown or Legacy,M,Aged 35 to 44 years,Not a youth,43,,,Sexual Related Crimes & Crimes Against Children,,,,,,,None,None,None,None,None,252
253,2020,Apr-June,1030378,6062389,310652,Unknown or Legacy,M,Aged 25 to 34 years,Not a youth,XX,,,Other Statute & Other Incident Type,,,,,,1,None,None,None,None,None,253
254,2021,Jan-Mar,1043052,6035151,317846,Black,F,Aged 18 to 24 years,Not a youth,22,,1,Warrant,,,,,,1,None,None,None,None,None,254
255,2020,July-Sept,1059437,6051854,312958,White,F,Aged 25 to 34 years,Not a youth,14,1,1,Assault & Other crimes against persons,,,,,,,1,1,1,1,0,255
256,2020,Oct-Dec,1002208,6011771,312958,White,F,Aged 25 to 34 years,Not a youth,14,,1,Break & Enter,,,,,,1,None,None,None,None,None,256
257,2021,Jan-Mar,1015960,6013260,312958,White,F,Aged 25 to 34 years,Not a youth,XX,1,1,FTA/FTC/Compliance Check/Parollee,,,,,,,0,0,0,1,0,257
258,2021,Jan-Mar,1052044,6034364,312958,White,F,Aged 25 to 34 years,Not a youth,11,,1,Police Category - Administrative,,,,,,1,None,None,None,None,None,258
259,2021,Apr-June,1055001,6058202,312958,White,F,Aged 25 to 34 years,Not a youth,14,1,1,Robbery/Theft,,,,,,1,1,0,0,0,0,259
260,2020,July-Sept,1014012,,312958,White,F,Aged 25 to 34 years,Not a youth,XX,1,,"FTA/FTC, Compliance Check & Parollee",,,,,,,1,1,1,1,0,260
261,2020,July-Sept,1057371,6024165,330386,Black,M,Aged 25 to 34 years,Not a youth,XX,,,Assault & Other crimes against persons,,,,,,1,None,None,None,None,None,261
262,2020,Apr-June,1046179,6044560,325163,White,M,Aged 25 to 34 years,Not a youth,14,1,1,Drug Related,,,,,,1,1,0,0,1,0,262
263,2020,July-Sept,1028568,6044015,325163,White,M,Aged 25 to 34 years,Not a youth,52,1,1,Weapons & Homicide,,,,,,1,0,0,0,0,0,263
264,2021,Jan-Mar,1055276,6007321,325163,White,M,Aged 25 to 34 years,Not a youth,41,,1,Weapons,,,,,,1,None,None,None,None,None,264
265,2021,Jan-Mar,1033052,6063964,325163,White,M,Aged 25 to 34 years,Not a youth,14,,1,Drug Related,,,,,,,None,None,None,None,None,265
266,2021,Jan-Mar,1018350,6012473,325163,White,M,Aged 25 to 34 years,Not a youth,14,,1,FTA/FTC/Compliance Check/Parollee,,,,,,,None,None,None,None,None,266
267,2021,Apr-June,1036253,6043305,325163,White,M,Aged 25 to 34 years,Not a youth,XX,,1,FTA/FTC/Compliance Check/Parollee,,,,,,,None,None,None,None,None,267
268,2021,Oct-Dec,1012697,6023531,320424,East/Southeast Asian,M,Aged 35 to 44 years,Not a youth,32,,1,LLA,,,,,,1,None,None,None,None,None,268
269,2020,Apr-June,1037094,6017118,313214,Black,M,Aged 25 to 34 years,Not a youth,23,,1,Warrant,,,,,,1,None,None,None,None,None,269
270,2020,July-Sept,1043814,6022682,336022,Black,M,Aged 18 to 24 years,Not a youth,33,1,1,Assault & Other crimes against persons,,,,,,1,1,0,0,0,0,270
271,2021,Apr-June,1046873,6026465,318107,Black,M,Aged 35 to 44 years,Not a youth,XX,,,Assault,,,,,,1,None,None,None,None,None,271
272,2020,July-Sept,1008191,6060895,306712,Black,M,Aged 25 to 34 years,Not a youth,XX,,,Other Statute & Other Incident Type,,,,,,,None,None,None,None,None,272
273,2021,Oct-Dec,1054208,6052742,306712,Black,M,Aged 25 to 34 years,Not a youth,41,,1,Sexual Related Crime,,,,,,1,None,None,None,None,None,273
274,2021,Apr-June,1019252,6025827,301098,Black,M,Aged 25 to 34 years,Not a youth,14,,1,Sexual Related Crime,,,,,,1,None,None,None,None,None,274
275,2021,July-Sept,1003311,6007627,301098,Black,M,Aged 25 to 34 years,Not a youth,XX,,,FTA/FTC/Compliance Check/Parollee,,,,,,,None,None,None,None,None,275
276,2021,Oct-Dec,1004593,6042141,314623,White,M,Aged 25 to 34 years,Not a youth,22,,1,Impaired,,,,,,,None,None,None,None,None,276
277,2020,Oct-Dec,1053930,6050451,335347,East/Southeast Asian,M,Aged 25 to 34 years,Not a youth,42,,1,Assault & Other crimes against persons,,,,1,,1,None,None,None,None,None,277
278,2020,Jan-Mar,1011362,6020558,328907,White,M,Aged 25 to 34 years,Not a youth,42,1,1,"FTA/FTC, Compliance Check & Parollee",,,,,,1,1,1,1,0,0,278
279,2020,Apr-June,1014162,6030967,328907,White,M,Aged 25 to 34 years,Not a youth,42,1,1,Sexual Related Crimes & Crimes Against Children,,,,,,1,1,0,1,0,0,279
280,2020,Oct-Dec,1028470,6031712,304821,White,F,Aged 25 to 34 years,Not a youth,43,,,Robbery & Theft,,,,,,,None,None,None,None,None,280
281,2020,Oct-Dec,1018986,6060108,304821,White,F,Aged 25 to 34 years,Not a youth,XX,,,Warrant,,,,,,1,None,None,None,None,None,281
282,2021,Jan-Mar,1041936,6046456,304821,White,F,Aged 25 to 34 years,Not a youth,XX,,,FTA/FTC/Compliance Check/Parollee,,,,,,1,None,None,None,None,None,282
283,2021,July-Sept,1059529,6064281,304821,White,F,Aged 25 to 34 years,Not a youth,XX,,,FTA/FTC/Compliance Check/Parollee,,,,,,,None,None,None,None,None,283
284,2021,Oct-Dec,1001308,6003666,304821,White,F,Aged 25 to 34 years,Not a youth,43,,,FTA/FTC/Compliance Check/Parollee,,,,,,1,None,None,None,None,None,284
285,2021,Apr-June,1040755,6042616,318439,South Asian,F,Aged 25 to 34 years,Not a youth,XX,,1,Police Category - Administrative,,,,,,,None,None,None,None,None,285
286,2021,Apr-June,1048864,6001655,314344,Black,M,Aged 18 to 24 years,Not a youth,52,,1,Weapons,,,,,,,None,None,None,None,None,286
287,2020,July-Sept,1018801,6019643,304174,Black,M,Aged 25 to 34 years,Not a youth,22,,,Warrant,,,,,,1,None,None,None,None,None,287
288,2020,July-Sept,1022186,,304174,Black,M,Aged 25 to 34 years,Not a youth,XX,1,,Warrant,,,,,,,0,0,1,0,0,288
289,2020,Oct-Dec,1055122,6046475,328016,Middle-Eastern,M,Aged 45 to 54 years,Not a youth,XX,,,Harassment & Threatening,,,,,,,None,None,None,None,None,289
290,2021,Jan-Mar,1044238,6002274,305162,Black,M,Aged 18 to 24 years,Not a youth,XX,,,Break and Enter,,,,,,,None,None,None,None,None,290
291,2020,Oct-Dec,1022381,6043618,300103,White,M,Aged 25 to 34 years,Not a youth,54,,1,Assault & Other crimes against persons,,,,,,,None,None,None,None,None,291
292,2020,Oct-Dec,1004918,6003786,300103,White,M,Aged 25 to 34 years,Not a youth,54,,1,"FTA/FTC, Compliance Check & Parollee",,,,,,,None,None,None,None,None,292
293,2021,Jan-Mar,1052767,6055239,300103,White,M,Aged 25 to 34 years,Not a youth,54,,1,Weapons,,,,,,,None,None,None,None,None,293
294,2021,Apr-June,1002694,6017614,300103,White,M,Aged 25 to 34 years,Not a youth,54,,1,Assault,,,,,,,None,None,None,None,None,294
295,2021,Oct-Dec,1033647,6015665,300103,White,M,Aged 25 to 34 years,Not a youth,54,,1,FTA/FTC/Compliance Check/Parollee,,,,,,,None,None,None,None,None,295
296,2021,Oct-Dec,1046677,6061226,300103,White,M,Aged 25 to 34 years,Not a youth,54,,1,FTA/FTC/Compliance Check/Parollee,,,,,,,None,None,None,None,None,296
297,2021,Oct-Dec,1035365,6056546,314540,Black,M,Aged 25 to 34 years,Not a youth,XX,,,Police Category - Administrative,,,,,,,None,None,None,None,None,297
298,2020,Apr-June,1057192,6054658,336091,White,F,Aged 45 to 54 years,Not a youth,XX,,,Robbery & Theft,,,,,,,None,None,None,None,None,298
299,2020,Oct-Dec,1011726,6037538,335799,White,M,Aged 45 to 54 years,Not a youth,51,,1,Warrant,,,,,,,None,None,None,None,None,299
300,2021,Jan-Mar,1040998,6010886,335799,White,M,Aged 45 to 54 years,Not a youth,51,,1,Mischief,,,,,,1,None,None,None,None,None,300
301,2020,Oct-Dec,1013303,6054697,325588,White,M,Aged 35 to 44 years,Not a youth,55,,1,Assault & Other crimes against persons,,,,,,,None,None,None,None,None,301
302,2021,Apr-June,1045636,6020838,306644,White,M,Aged 45 to 54 years,Not a youth,51,,1,Assault,,,,,,,None,None,None,None,None,302
303,2021,Apr-June,1046189,6011529,306644,White,M,Aged 45 to 54 years,Not a youth,51,,1,Weapons,,,,,,1,None,None,None,None,None,303
304,2020,Oct-Dec,1017027,6060102,329325,Black,M,Aged 25 to 34 years,Not a youth,14,,1,Vehicle Related (inc. Impaired),,,,,,1,None,None,None,None,None,304
305,2021,Jan-Mar,1031988,6044836,336249,Black,M,Aged 25 to 34 years,Not a youth,42,,1,Assault,,1,1,1,,,None,None,None,None,None,305
306,2020,Apr-June,1055107,6048644,329889,Black,M,Aged 18 to 24 years,Not a youth,XX,,,Weapons & Homicide,,,,,,,None,None,None,None,None,306
307,2020,Oct-Dec,1010446,6009198,329889,Black,M,Aged 18 to 24 years,Not a youth,51,,1,Warrant,,,,,,1,None,None,None,None,None,307
308,2021,Apr-June,1027472,6024916,329889,Black,M,Aged 25 to 34 years,Not a youth,XX,,,Weapons,,,,,,1,None,None,None,None,None,308
309,2021,July-Sept,1056236,6007710,329889,Black,M,Aged 25 to 34 years,Not a youth,51,1,1,Weapons,,,,,,1,1,0,0,1,0,309
310,2020,Oct-Dec,1003014,6004857,329477,Unknown or Legacy,M,Aged 35 to 44 years,Not a youth,51,,1,Mischief & Fraud,,,,,,,None,None,None,None,None,310
